unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud,date,location,address
69e2b4d9-cb0f-4c4d-9fcb-4c07dac1b4bb,Macey Leuschke,Male,39,Limpopo,Single,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,15,21303,34946,743,1135,337,22822,,N,2022-03-01,-23.0229788|30.4175523,{"hash":"febdd2361ffb3dfc","number":"","street":"","unit":"","city":"Dzindi","district":"","region":"Thulamela","postcode":"","id":"96610261_9610235"}
00925f62-8950-48a1-809c-c61b83a23a4c,Tristin Wisozk,Female,35,Mpumalanga,Single,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,14,21869,31589,1983,2070,653,21104,Faked death,Y,2021-05-01,-23.0226805|30.4174785,{"hash":"b9a13466e7406c14","number":"","street":"","unit":"","city":"Dzindi","district":"","region":"Thulamela","postcode":"","id":"96610261_9610234"}
c7bde0b3-9b77-4432-b2f9-701950d13962,Jaylen Durgan,Female,29,Gauteng,Divorced,Bachelor,14628.00,Nurse,Standard Legal Plan,47,81309,81678,4070,2507,794,29256,,N,2022-07-01,-26.4204912|28.1734732,{"hash":"ef1282d39e23a641","number":"3984","street":"EIGHTH STREET","unit":"","city":"","district":"ZONKIZIZWE","region":"","postcode":"","id":""}
f83d3900-1341-44b6-b792-2c2608d10e33,Maribel Greenfelder,Female,60,Mpumalanga,Married,High School,10261.00,Data Capturing,Standard Legal Plan,54,53279,81791,2244,4313,920,20522,,N,2021-07-01,-23.0229788|30.4175523,{"hash":"febdd2361ffb3dfc","number":"","street":"","unit":"","city":"Dzindi","district":"","region":"Thulamela","postcode":"","id":"96610261_9610235"}
d46f5ccc-e6e4-4818-98e6-ad28ee6a6d84,Susan Thiel,Female,53,North West,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,26,99908,93195,2451,4607,876,4200,,N,2022-01-01,-23.0229788|30.4175523,{"hash":"febdd2361ffb3dfc","number":"","street":"","unit":"","city":"Dzindi","district":"","region":"Thulamela","postcode":"","id":"96610261_9610235"}
18f97868-cbd1-4976-bae1-d8166a1a5207,Sedrick Cummerata,Male,69,Eastern Cape,Divorced,PhD,46957.33,Plant manager,Standard Legal Plan,31,93534,87710,3335,2948,856,87710,,N,2022-04-01,-33.7951535|25.3851871,{"hash":"a89a156067d751a6","number":"31","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
cf5f834f-66a8-48cf-a4db-ce0593ea29b1,Eveline Heaney,Female,39,Eastern Cape,Married,High School,2000.00,Security Guard,Standard Legal Plan,21,60244,57353,4274,3163,711,4000,,N,2021-10-01,-33.7960019|25.3863251,{"hash":"404dcfe79675d2e8","number":"85","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
99c5d754-2471-4798-b9d0-48fc8babca41,Jovani Koch,Female,45,Free State,Divorced,Bachelor,10261.00,Data Capturing,Funeral Cover,12,25756,41212,1854,1362,548,20522,,N,2021-08-01,-23.0057609|30.3571235,{"hash":"ba042ff19e8fb2dc","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610237"}
6edc091a-d54a-4fad-b49d-b495c3823b77,Sheila Champlin,Male,36,Gauteng,Married,Master,16885.00,Police Officer,Standard Legal Plan,44,52903,74095,4805,1577,780,33770,,N,2021-04-01,-26.2937906|28.1381156,{"hash":"765d6aee45d4fa27","number":"7","street":"VEREENIGING ROAD","unit":"","city":"","district":"ALRODE","region":"","postcode":"","id":""}
d36c18dd-f354-41c2-9f4a-a93c9ce79740,Emile Beatty,Male,40,Free State,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,32,75817,69539,3548,3686,655,5000,,N,2022-08-01,-23.005797|30.3579688,{"hash":"3b8500670783ac8c","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610238"}
5f5736be-28b6-4e2b-8f53-cc8f0dc4a407,Noemi Flatley,Male,48,Western Cape,Divorced,Master,13587.00,Travel Agent,Standard Legal Plan,26,73403,68388,4400,2887,644,27174,,N,2023-06-01,-34.1441521|18.32116,{"hash":"07f3ef15fe492040","number":"3","street":"DISA Avenue","unit":"","city":"","district":"","region":"","postcode":"","id":""}
9802a227-937f-4df3-9f8c-e07b9419e1df,Jaida O'Hara,Female,57,North West,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,27,59889,72493,4563,1261,588,4200,,N,2022-02-01,-23.0061804|30.3583566,{"hash":"49c94ebcca803db9","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610236"}
a38cb44c-fe64-4839-a597-4e9fed547e2d,Jevon Kuvalis,Male,27,KwaZulu-Natal,Divorced,Master,18000.00,Teacher,H.E.L.P Cover,26,72675,87917,3308,2627,801,36000,,N,2022-09-01,-30.2009015|30.7485114,{"hash":"11504094d850cd70","number":"10","street":"GARDENIA STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
4fc997aa-dd0e-42dc-abef-2a2c00de81ca,Harrison Rice,Male,35,Free State,Divorced,High School,10261.00,Data Capturing,Funeral Cover,42,26691,48744,1634,2223,593,20522,Faked death,Y,2022-03-01,-23.0053436|30.3565693,{"hash":"791f558ed5fe7daf","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610239"}
22b0a23b-8656-4bc2-b69a-e22be51249c7,Jean Mayert,Male,50,Eastern Cape,Single,Bachelor,14628.00,Nurse,Funeral Cover,40,16233,34342,1094,2610,475,29256,False documentation,Y,2022-01-01,-33.7960168|25.3860365,{"hash":"bbc00bdeffc40d2e","number":"89","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
3f2d0d9d-0086-410d-8773-06349c1ba28e,Jocelyn Murray,Male,46,Eastern Cape,Married,High School,2000.00,Security Guard,Standard Legal Plan,52,55133,82972,2423,3722,565,4000,Misrepresentation of legal cases,Y,2023-05-01,-33.795395|25.3865253,{"hash":"78f39c4d28eaf924","number":"47","street":"Ngqangqolo Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
40a3ba8e-9552-4adc-834f-928ab018795e,Susanna Wuckert,Female,54,Eastern Cape,Divorced,Master,16885.00,Police Officer,Funeral Cover,35,20076,36853,1971,2660,517,33770,False documentation,Y,2022-09-01,-33.7947393|25.3860974,{"hash":"9c2fcd51c187f30c","number":"55","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
31551292-1c5c-42c5-9919-594e8c5b3e90,Marvin Schmidt,Female,38,Eastern Cape,Divorced,Bachelor,14628.00,Nurse,Standard Legal Plan,49,59090,78967,3018,3148,753,29256,,N,2021-10-01,-33.7949552|25.3858939,{"hash":"0b5f974c3a2728d8","number":"47","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
79df90d5-29f3-43b5-b13a-b82014a78144,Collin Lubowitz,Female,49,Mpumalanga,Married,Master,13587.00,Travel Agent,Standard Legal Plan,37,61480,79008,2185,2563,751,27174,,N,2022-07-01,-23.0061804|30.3583566,{"hash":"49c94ebcca803db9","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610236"}
09f8b60a-2770-4793-aac8-3d06877b6a1a,Dimitri Schuster,Male,49,Mpumalanga,Divorced,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,22,73275,73677,2242,3053,977,16566,,N,2023-05-01,-23.0057609|30.3571235,{"hash":"ba042ff19e8fb2dc","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610237"}
e1ca1bd0-afa9-4ee7-9c1f-434c65bc2c1a,Kay Schaefer,Female,62,Gauteng,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,18,24260,48046,1225,947,382,4200,,N,2021-10-01,-25.7777922|28.740889,{"hash":"fbdac91ec316fadc","number":"2858","street":"KHUTHELEKO STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
37036d8d-9322-413d-bd9f-74877e7e30b9,Lily Hartmann,Female,34,Mpumalanga,Single,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,56,57991,70615,4830,3417,847,16566,,N,2023-07-01,-23.005797|30.3579688,{"hash":"3b8500670783ac8c","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610238"}
1cb52b8d-d0c1-4418-94b1-142ecd9032e6,Lolita Reynolds,Male,48,Northern Cape,Single,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,42,76496,71319,3948,4591,530,21104,,N,2021-07-01,-23.0061804|30.3583566,{"hash":"49c94ebcca803db9","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610236"}
53223911-b544-4714-abd4-726787c20c70,Kaylee Koepp,Male,59,Gauteng,Married,PhD,46957.33,Plant manager,Standard Legal Plan,39,64851,88349,4974,4402,855,88349,,N,2022-01-01,-25.832744|28.2423654,{"hash":"4ef7378743a437da","number":"205","street":"CONCERTO PARK","unit":"","city":"","district":"","region":"","postcode":"","id":""}
150dc081-73da-474c-ac9d-c563b839145b,Aliya Cole,Male,41,Eastern Cape,Single,Bachelor,10552.00,Switchboard and Receptionist,Standard Legal Plan,14,81218,60986,2501,2833,536,21104,,N,2022-10-01,-33.794961|25.3870646,{"hash":"5f300361e002cdc7","number":"64","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
8c171ae1-99ae-45d0-b426-dee39e448da5,Cesar Crooks,Male,42,North West,Divorced,High School,10261.00,Data Capturing,Funeral Cover,25,25856,36267,1846,778,406,20522,False documentation,Y,2021-09-01,-23.0057609|30.3571235,{"hash":"ba042ff19e8fb2dc","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610237"}
9ff01a47-00ba-4d03-ae1f-2911d805a34a,Brandt Schaefer,Female,49,Eastern Cape,Divorced,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,13,24518,38707,1103,2778,312,21104,Murder For Claims,Y,2022-08-01,-33.7950909|25.3871496,{"hash":"caae6040ef22770b","number":"70","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
ff14a8be-a179-448f-a843-165307992029,Mina Huel,Female,47,Western Cape,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,13,32489,31942,1098,1948,245,6000,,N,2023-05-01,-34.1441433|18.3213455,{"hash":"9dca96718b029b91","number":"5","street":"DISA Avenue","unit":"","city":"","district":"","region":"","postcode":"","id":""}
6883fa3a-a22c-4f5b-b5bb-8e4a69282907,Junius Wiegand,Female,46,KwaZulu-Natal,Married,High School,2100.00,Taxi Driver,Funeral Cover,30,15746,44105,660,1316,662,4200,Faked death,Y,2023-02-01,-30.200058|30.7497723,{"hash":"cbb4a72af783d81a","number":"12","street":"300129 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
602c90e2-b194-4daa-b6f5-6ba2c17f1c8b,Antonietta O'Connell,Female,49,North West,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,17,78164,86266,2275,4241,772,4200,,N,2023-05-01,-23.005797|30.3579688,{"hash":"3b8500670783ac8c","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610238"}
64aa52e6-5c32-40f6-b7f3-d07f87cbdace,Gudrun Swift,Male,61,Mpumalanga,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,18,72472,90875,3439,1444,974,4200,,N,2021-12-01,-23.0053436|30.3565693,{"hash":"791f558ed5fe7daf","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610239"}
53588e50-879b-4157-ae4c-1300f389065d,Zaria Hessel,Male,30,Gauteng,Single,Master,18000.00,Teacher,Standard Legal Plan,34,98919,64062,3407,2163,714,36000,,N,2023-05-01,-26.1316096|28.4139676,{"hash":"1a2a6f4982a1b91d","number":"8167","street":"THOLO LANE","unit":"","city":"","district":"MAYFIELD","region":"","postcode":"","id":""}
ee7c0f55-ad9c-4fc6-9355-6c4c161ad537,Leann Farrell,Female,48,Eastern Cape,Divorced,High School,11653.00,Telesales and Telemarketing,Funeral Cover,58,26471,49973,603,2955,317,23306,,N,2022-10-01,-33.7952557|25.3858051,{"hash":"5d3d306f96a9978b","number":"16","street":"Ngqangqolo Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
3a0554a6-1eda-445f-a295-0a5f44d3a654,Rosa Maggio,Male,67,Limpopo,Divorced,Bachelor,14628.00,Nurse,Funeral Cover,44,26586,36863,1968,2353,494,29256,Murder For Claims,Y,2021-01-01,-23.0061804|30.3583566,{"hash":"49c94ebcca803db9","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610236"}
5418eb1a-889d-4eb9-8d38-e00450611dd0,Randall Conn,Male,32,North West,Married,Bachelor,10261.00,Data Capturing,Funeral Cover,45,22735,35096,1326,2681,730,20522,,N,2023-07-01,-23.0053436|30.3565693,{"hash":"791f558ed5fe7daf","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610239"}
39b0422c-af49-477c-af93-659f42f2a34f,Noble Emard,Male,59,Gauteng,Married,High School,8283.00,Ticketing clerk,Standard Legal Plan,20,77268,87065,2299,4464,953,16566,,N,2022-11-01,-25.5255391|28.0437522,{"hash":"ebbef22d7d4404fd","number":"6309","street":"NOKO STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
7691cf0a-45e8-449f-a590-13ffe3227c78,Ahmed Bayer-Jakubowski,Male,37,Northern Cape,Married,High School,10552.00,Switchboard and Receptionist,Funeral Cover,14,13771,32376,679,1850,331,21104,Faked death,Y,2021-09-01,-23.0057609|30.3571235,{"hash":"ba042ff19e8fb2dc","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610237"}
3908dd3f-eaf2-47e2-8afc-4e7ec5fdec20,Rashawn Hayes,Female,54,Mpumalanga,Married,High School,2000.00,Security Guard,Funeral Cover,50,12437,38779,1366,1188,454,4000,Faked death,Y,2022-09-01,-23.00559|30.3554359,{"hash":"08db3bede3c4f0c0","number":"","street":"","unit":"","city":"Thulamela NU","district":"","region":"Thulamela","postcode":"","id":"96610212_9610240"}
a58e2b32-1f0f-4bb0-a20c-f9db5dbdf853,Alana Jacobson,Male,58,Eastern Cape,Married,Bachelor,18000.00,Teacher,H.E.L.P Cover,50,73141,90978,4108,1645,726,36000,,N,2023-09-01,-33.7948238|25.3867671,{"hash":"88fa15066f78355e","number":"58","street":"Zuba Crescent","unit":"","city":"","district":"","region":"","postcode":"","id":""}
4ab2f0da-95e8-47eb-9157-c07cc4b519bf,Alexandria Bednar,Male,31,KwaZulu-Natal,Divorced,Bachelor,10552.00,Switchboard and Receptionist,Standard Legal Plan,36,63578,86066,2439,2933,798,21104,,N,2022-09-01,-30.1997031|30.7495153,{"hash":"95078244e9573369","number":"18","street":"300129 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
